ProductID,ProductName,Quantity,Price,Date
105,Webcam,2,13559.12,2025-10-10
106,Headphones,10,11339.94,2025-10-10
108,SSD 500GB,11,24412.34,2025-10-10
103,Keyboard,16,4939.54,2025-10-10
106,Headphones,9,10976.94,2025-10-10
110,Graphics Card,15,153065.24,2025-10-10
110,Graphics Card,19,157451.52,2025-10-10
104,Monitor,16,67975.70,2025-10-10
105,Webcam,5,15622.08,2025-10-10
113,Router,18,7936.65,2025-10-10
109,RAM 16GB,7,26309.62,2025-10-10
106,Headphones,12,11378.20,2025-10-10
109,RAM 16GB,14,28783.26,2025-10-10
115,Desk Lamp,6,5399.39,2025-10-10
115,Desk Lamp,9,5579.27,2025-10-10
108,SSD 500GB,16,26209.50,2025-10-10
103,Keyboard,10,4884.09,2025-10-10
102,Mouse,14,2371.70,2025-10-10
113,Router,20,8707.51,2025-10-10
107,USB Cable,2,823.50,2025-10-10
102,Mouse,6,2603.77,2025-10-10
105,Webcam,9,14442.57,2025-10-10
111,Printer,6,47798.33,2025-10-10
105,Webcam,18,15621.04,2025-10-10
108,SSD 500GB,7,23934.45,2025-10-10
111,Printer,3,40551.96,2025-10-10
115,Desk Lamp,3,5358.15,2025-10-10
104,Monitor,11,69884.99,2025-10-10
111,Printer,5,41032.74,2025-10-10
111,Printer,14,46771.95,2025-10-10
106,Headphones,13,11435.85,2025-10-10
103,Keyboard,14,5291.24,2025-10-10
108,SSD 500GB,11,25583.52,2025-10-10
114,Microphone,1,18307.86,2025-10-10
104,Monitor,20,61329.71,2025-10-10
107,USB Cable,7,743.97,2025-10-10
115,Desk Lamp,13,5356.72,2025-10-10
113,Router,11,7983.97,2025-10-10
107,USB Cable,5,781.83,2025-10-10
113,Router,14,7595.55,2025-10-10
110,Graphics Card,14,150594.38,2025-10-10
110,Graphics Card,15,142342.15,2025-10-10
104,Monitor,1,64624.43,2025-10-10
102,Mouse,1,2381.91,2025-10-10
113,Router,16,8125.72,2025-10-10
104,Monitor,15,63235.86,2025-10-10
101,Laptop,2,86003.32,2025-10-10
102,Mouse,1,2638.72,2025-10-10
112,Scanner,3,34083.97,2025-10-10
112,Scanner,18,36358.98,2025-10-10
110,Graphics Card,7,152785.14,2025-10-10
114,Microphone,19,19220.39,2025-10-10
109,RAM 16GB,7,29996.99,2025-10-10
115,Desk Lamp,15,5496.40,2025-10-10
101,Laptop,13,80457.43,2025-10-10
111,Printer,6,45505.68,2025-10-10
105,Webcam,9,14350.80,2025-10-10
102,Mouse,2,2531.01,2025-10-10
103,Keyboard,19,4595.56,2025-10-10
105,Webcam,8,15650.33,2025-10-10
113,Router,5,8716.27,2025-10-10
111,Printer,1,44197.43,2025-10-10
111,Printer,11,44664.85,2025-10-10
114,Microphone,9,16814.45,2025-10-10
114,Microphone,19,18846.27,2025-10-10
105,Webcam,18,16177.95,2025-10-10
115,Desk Lamp,6,5141.40,2025-10-10
109,RAM 16GB,19,27011.12,2025-10-10
111,Printer,6,44009.40,2025-10-10
108,SSD 500GB,2,27116.70,2025-10-10
114,Microphone,2,16418.34,2025-10-10
105,Webcam,3,16162.60,2025-10-10
104,Monitor,10,58687.07,2025-10-10
104,Monitor,14,60470.44,2025-10-10
111,Printer,1,49171.92,2025-10-10
115,Desk Lamp,4,5342.36,2025-10-10
109,RAM 16GB,12,30420.62,2025-10-10
114,Microphone,15,19189.19,2025-10-10
109,RAM 16GB,8,25276.41,2025-10-10
109,RAM 16GB,6,27375.05,2025-10-10
113,Router,1,7413.15,2025-10-10
110,Graphics Card,6,146023.93,2025-10-10
109,RAM 16GB,13,30072.76,2025-10-10
105,Webcam,15,15753.45,2025-10-10
