ProductID,ProductName,Quantity,Price,Date
109,RAM 16GB,4,28470.98,2025-10-10
110,Graphics Card,3,144005.74,2025-10-10
112,Scanner,2,35780.66,2025-10-10
103,Keyboard,11,5149.64,2025-10-10
113,Router,12,7221.84,2025-10-10
114,Microphone,19,16907.76,2025-10-10
109,RAM 16GB,15,26655.11,2025-10-10
109,RAM 16GB,6,26362.85,2025-10-10
108,SSD 500GB,17,24111.33,2025-10-10
113,Router,4,7306.45,2025-10-10
107,USB Cable,7,830.96,2025-10-10
114,Microphone,1,18551.34,2025-10-10
113,Router,7,8726.70,2025-10-10
101,Laptop,11,91816.51,2025-10-10
103,Keyboard,6,5106.24,2025-10-10
115,Desk Lamp,11,5429.17,2025-10-10
110,Graphics Card,1,152565.13,2025-10-10
115,Desk Lamp,8,5847.77,2025-10-10
105,Webcam,19,14088.78,2025-10-10
113,Router,4,8648.44,2025-10-10
104,Monitor,8,62459.48,2025-10-10
107,USB Cable,3,747.12,2025-10-10
103,Keyboard,18,4922.08,2025-10-10
113,Router,15,8268.34,2025-10-10
102,Mouse,14,2664.73,2025-10-10
112,Scanner,9,32533.97,2025-10-10
107,USB Cable,16,764.93,2025-10-10
102,Mouse,1,2444.79,2025-10-10
114,Microphone,1,16346.93,2025-10-10
111,Printer,15,43134.00,2025-10-10
112,Scanner,19,34926.79,2025-10-10
104,Monitor,5,67445.63,2025-10-10
113,Router,12,7480.44,2025-10-10
101,Laptop,17,79356.85,2025-10-10
105,Webcam,4,14908.23,2025-10-10
115,Desk Lamp,5,4978.83,2025-10-10
109,RAM 16GB,10,25448.54,2025-10-10
104,Monitor,14,67153.43,2025-10-10
115,Desk Lamp,18,5387.78,2025-10-10
106,Headphones,2,11738.34,2025-10-10
113,Router,16,7232.67,2025-10-10
101,Laptop,8,76788.66,2025-10-10
101,Laptop,8,76743.66,2025-10-10
103,Keyboard,13,5231.82,2025-10-10
101,Laptop,12,87064.10,2025-10-10
112,Scanner,16,31723.37,2025-10-10
101,Laptop,3,81589.73,2025-10-10
101,Laptop,12,91868.69,2025-10-10
106,Headphones,15,11893.81,2025-10-10
104,Monitor,17,69251.39,2025-10-10
115,Desk Lamp,17,5150.83,2025-10-10
114,Microphone,20,17621.29,2025-10-10
106,Headphones,6,11403.14,2025-10-10
114,Microphone,17,19341.76,2025-10-10
104,Monitor,15,60597.58,2025-10-10
114,Microphone,13,17845.11,2025-10-10
109,RAM 16GB,5,28404.36,2025-10-10
107,USB Cable,4,833.62,2025-10-10
114,Microphone,5,16965.41,2025-10-10
107,USB Cable,15,741.45,2025-10-10
112,Scanner,14,36694.59,2025-10-10
110,Graphics Card,10,143259.90,2025-10-10
114,Microphone,4,16341.48,2025-10-10
105,Webcam,1,14055.25,2025-10-10
105,Webcam,10,16471.69,2025-10-10
102,Mouse,2,2580.54,2025-10-10
109,RAM 16GB,17,28219.53,2025-10-10
102,Mouse,15,2672.53,2025-10-10
105,Webcam,17,14547.16,2025-10-10
108,SSD 500GB,20,26375.21,2025-10-10
111,Printer,7,41304.92,2025-10-10
106,Headphones,4,12999.88,2025-10-10
108,SSD 500GB,10,26633.06,2025-10-10
102,Mouse,7,2316.96,2025-10-10
107,USB Cable,4,804.56,2025-10-10
110,Graphics Card,15,147354.05,2025-10-10
110,Graphics Card,4,135767.41,2025-10-10
102,Mouse,7,2418.79,2025-10-10
114,Microphone,7,17973.88,2025-10-10
109,RAM 16GB,3,27194.42,2025-10-10
106,Headphones,10,12910.04,2025-10-10
112,Scanner,20,34999.80,2025-10-10
114,Microphone,13,18599.71,2025-10-10
109,RAM 16GB,9,26660.48,2025-10-10
107,USB Cable,1,810.75,2025-10-10
108,SSD 500GB,6,27154.99,2025-10-10
115,Desk Lamp,8,5333.54,2025-10-10
104,Monitor,12,66575.96,2025-10-10
115,Desk Lamp,1,5302.51,2025-10-10
112,Scanner,15,32185.75,2025-10-10
105,Webcam,14,14275.16,2025-10-10
