ProductID,ProductName,Quantity,Price,Date
112,Scanner,13,35403.64,2025-10-12
107,USB Cable,9,877.87,2025-10-12
106,Headphones,12,13171.49,2025-10-12
111,Printer,3,44549.18,2025-10-12
109,RAM 16GB,12,26718.23,2025-10-12
104,Monitor,4,61898.98,2025-10-12
101,Laptop,12,84259.54,2025-10-12
115,Desk Lamp,12,5394.45,2025-10-12
101,Laptop,4,77554.87,2025-10-12
102,Mouse,7,2421.39,2025-10-12
102,Mouse,8,2427.15,2025-10-12
112,Scanner,6,33320.71,2025-10-12
102,Mouse,18,2297.66,2025-10-12
114,Microphone,18,18753.66,2025-10-12
108,SSD 500GB,19,27420.15,2025-10-12
115,Desk Lamp,3,6003.86,2025-10-12
104,Monitor,7,62091.41,2025-10-12
112,Scanner,9,34759.83,2025-10-12
113,Router,3,8062.26,2025-10-12
107,USB Cable,17,755.06,2025-10-12
109,RAM 16GB,3,30386.02,2025-10-12
109,RAM 16GB,8,28275.10,2025-10-12
113,Router,14,8488.62,2025-10-12
109,RAM 16GB,1,26522.79,2025-10-12
110,Graphics Card,20,162679.99,2025-10-12
112,Scanner,17,33818.60,2025-10-12
112,Scanner,12,37265.82,2025-10-12
105,Webcam,18,15360.56,2025-10-12
101,Laptop,20,80044.37,2025-10-12
102,Mouse,6,2521.82,2025-10-12
111,Printer,6,49030.31,2025-10-12
103,Keyboard,11,5326.98,2025-10-12
115,Desk Lamp,7,6042.00,2025-10-12
115,Desk Lamp,20,5842.93,2025-10-12
108,SSD 500GB,4,25058.52,2025-10-12
104,Monitor,9,59932.49,2025-10-12
114,Microphone,13,18977.46,2025-10-12
109,RAM 16GB,2,29656.61,2025-10-12
115,Desk Lamp,17,5391.43,2025-10-12
103,Keyboard,12,5117.29,2025-10-12
109,RAM 16GB,12,27717.20,2025-10-12
114,Microphone,10,17709.74,2025-10-12
102,Mouse,14,2401.61,2025-10-12
102,Mouse,19,2360.71,2025-10-12
107,USB Cable,16,734.26,2025-10-12
101,Laptop,15,87284.80,2025-10-12
115,Desk Lamp,11,5606.27,2025-10-12
104,Monitor,11,63373.94,2025-10-12
114,Microphone,17,16403.82,2025-10-12
106,Headphones,3,12147.56,2025-10-12
103,Keyboard,13,4777.28,2025-10-12
110,Graphics Card,11,139237.80,2025-10-12
113,Router,8,8769.93,2025-10-12
102,Mouse,18,2378.78,2025-10-12
110,Graphics Card,20,136633.67,2025-10-12
105,Webcam,9,15740.77,2025-10-12
107,USB Cable,2,848.43,2025-10-12
108,SSD 500GB,3,25659.96,2025-10-12
103,Keyboard,1,5451.51,2025-10-12
102,Mouse,3,2262.16,2025-10-12
107,USB Cable,6,766.99,2025-10-12
108,SSD 500GB,12,25159.18,2025-10-12
112,Scanner,14,37407.45,2025-10-12
104,Monitor,2,66246.37,2025-10-12
103,Keyboard,17,5229.24,2025-10-12
102,Mouse,20,2653.66,2025-10-12
112,Scanner,16,37064.95,2025-10-12
106,Headphones,15,11711.73,2025-10-12
102,Mouse,9,2600.87,2025-10-12
115,Desk Lamp,10,5628.75,2025-10-12
104,Monitor,8,67398.05,2025-10-12
107,USB Cable,1,756.10,2025-10-12
110,Graphics Card,13,135996.12,2025-10-12
107,USB Cable,4,726.26,2025-10-12
108,SSD 500GB,2,23442.52,2025-10-12
109,RAM 16GB,1,29222.72,2025-10-12
111,Printer,15,47793.74,2025-10-12
106,Headphones,5,12990.93,2025-10-12
112,Scanner,7,34226.16,2025-10-12
112,Scanner,6,34210.08,2025-10-12
108,SSD 500GB,9,22647.97,2025-10-12
111,Printer,2,48565.05,2025-10-12
114,Microphone,8,18578.85,2025-10-12
115,Desk Lamp,3,5553.12,2025-10-12
106,Headphones,3,11361.62,2025-10-12
107,USB Cable,18,812.66,2025-10-12
