ProductID,ProductName,Quantity,Price,Date
115,Desk Lamp,14,5824.86,2025-10-14
115,Desk Lamp,20,5288.51,2025-10-14
115,Desk Lamp,16,5623.26,2025-10-14
110,Graphics Card,9,157698.03,2025-10-14
106,Headphones,12,10871.73,2025-10-14
102,Mouse,16,2558.66,2025-10-14
111,Printer,16,44906.07,2025-10-14
115,Desk Lamp,8,5555.46,2025-10-14
112,Scanner,6,33105.17,2025-10-14
104,Monitor,16,68538.07,2025-10-14
102,Mouse,19,2376.88,2025-10-14
103,Keyboard,7,4984.65,2025-10-14
102,Mouse,10,2470.31,2025-10-14
106,Headphones,5,10912.93,2025-10-14
104,Monitor,5,62462.52,2025-10-14
109,RAM 16GB,2,26708.46,2025-10-14
106,Headphones,16,12263.95,2025-10-14
104,Monitor,5,64222.61,2025-10-14
114,Microphone,20,17244.26,2025-10-14
112,Scanner,16,32093.72,2025-10-14
110,Graphics Card,2,156554.99,2025-10-14
111,Printer,10,41910.76,2025-10-14
111,Printer,6,41521.01,2025-10-14
101,Laptop,5,85775.12,2025-10-14
107,USB Cable,1,875.13,2025-10-14
112,Scanner,19,35495.85,2025-10-14
111,Printer,18,44149.72,2025-10-14
113,Router,4,8320.54,2025-10-14
114,Microphone,20,16650.02,2025-10-14
107,USB Cable,8,783.89,2025-10-14
104,Monitor,15,62917.63,2025-10-14
107,USB Cable,3,829.04,2025-10-14
104,Monitor,14,68622.41,2025-10-14
104,Monitor,19,60348.48,2025-10-14
107,USB Cable,9,866.14,2025-10-14
111,Printer,6,41079.78,2025-10-14
114,Microphone,4,19454.23,2025-10-14
107,USB Cable,20,788.87,2025-10-14
109,RAM 16GB,19,29056.07,2025-10-14
115,Desk Lamp,12,5878.49,2025-10-14
101,Laptop,10,92756.87,2025-10-14
101,Laptop,2,86358.84,2025-10-14
104,Monitor,5,67693.87,2025-10-14
107,USB Cable,1,788.06,2025-10-14
115,Desk Lamp,20,5854.12,2025-10-14
108,SSD 500GB,16,26894.55,2025-10-14
102,Mouse,12,2734.98,2025-10-14
103,Keyboard,15,5264.70,2025-10-14
105,Webcam,1,16473.88,2025-10-14
110,Graphics Card,18,149886.30,2025-10-14
112,Scanner,19,38124.40,2025-10-14
103,Keyboard,16,4877.28,2025-10-14
103,Keyboard,3,4587.75,2025-10-14
111,Printer,17,41722.86,2025-10-14
114,Microphone,6,16608.46,2025-10-14
106,Headphones,8,12784.27,2025-10-14
103,Keyboard,4,4553.50,2025-10-14
111,Printer,9,41733.26,2025-10-14
102,Mouse,18,2259.15,2025-10-14
107,USB Cable,19,811.12,2025-10-14
107,USB Cable,13,753.30,2025-10-14
112,Scanner,18,34195.59,2025-10-14
113,Router,6,7302.32,2025-10-14
112,Scanner,14,34685.79,2025-10-14
115,Desk Lamp,10,4982.60,2025-10-14
108,SSD 500GB,19,23130.05,2025-10-14
109,RAM 16GB,3,28190.82,2025-10-14
107,USB Cable,8,835.58,2025-10-14
115,Desk Lamp,14,5970.38,2025-10-14
112,Scanner,17,33545.56,2025-10-14
115,Desk Lamp,6,5423.42,2025-10-14
104,Monitor,19,69608.28,2025-10-14
109,RAM 16GB,13,29526.79,2025-10-14
101,Laptop,13,90273.15,2025-10-14
101,Laptop,12,83497.12,2025-10-14
104,Monitor,7,69346.22,2025-10-14
112,Scanner,18,31767.21,2025-10-14
110,Graphics Card,2,147779.14,2025-10-14
108,SSD 500GB,17,26051.53,2025-10-14
112,Scanner,10,37841.54,2025-10-14
109,RAM 16GB,12,25730.31,2025-10-14
107,USB Cable,12,775.49,2025-10-14
103,Keyboard,13,5266.93,2025-10-14
104,Monitor,10,61384.05,2025-10-14
114,Microphone,17,16355.80,2025-10-14
105,Webcam,9,15269.49,2025-10-14
106,Headphones,7,12608.81,2025-10-14
108,SSD 500GB,17,25084.32,2025-10-14
104,Monitor,13,63910.76,2025-10-14
107,USB Cable,1,865.38,2025-10-14
108,SSD 500GB,1,24713.69,2025-10-14
105,Webcam,7,15045.34,2025-10-14
113,Router,2,8197.27,2025-10-14
105,Webcam,3,13684.68,2025-10-14
110,Graphics Card,7,146845.53,2025-10-14
114,Microphone,4,16929.64,2025-10-14
114,Microphone,5,16875.68,2025-10-14
111,Printer,10,47408.44,2025-10-14
102,Mouse,18,2635.58,2025-10-14
115,Desk Lamp,3,5300.85,2025-10-14
111,Printer,10,41498.17,2025-10-14
107,USB Cable,1,801.52,2025-10-14
105,Webcam,17,16000.95,2025-10-14
108,SSD 500GB,5,26745.52,2025-10-14
104,Monitor,7,69294.24,2025-10-14
113,Router,13,8780.10,2025-10-14
107,USB Cable,3,803.90,2025-10-14
105,Webcam,2,16139.93,2025-10-14
114,Microphone,12,16266.69,2025-10-14
101,Laptop,15,93115.81,2025-10-14
107,USB Cable,13,760.64,2025-10-14
114,Microphone,9,18396.95,2025-10-14
106,Headphones,19,11796.84,2025-10-14
115,Desk Lamp,1,5578.39,2025-10-14
108,SSD 500GB,17,25874.06,2025-10-14
105,Webcam,5,15607.57,2025-10-14
102,Mouse,1,2731.41,2025-10-14
108,SSD 500GB,14,23591.25,2025-10-14
102,Mouse,18,2348.63,2025-10-14
104,Monitor,11,69642.37,2025-10-14
111,Printer,11,40943.10,2025-10-14
102,Mouse,15,2396.55,2025-10-14
115,Desk Lamp,7,5212.45,2025-10-14
105,Webcam,17,15980.07,2025-10-14
111,Printer,19,46397.99,2025-10-14
109,RAM 16GB,19,25766.13,2025-10-14
114,Microphone,4,19003.84,2025-10-14
115,Desk Lamp,20,5292.02,2025-10-14
113,Router,19,7709.93,2025-10-14
110,Graphics Card,17,162391.65,2025-10-14
103,Keyboard,12,4601.05,2025-10-14
104,Monitor,16,66750.14,2025-10-14
104,Monitor,3,64460.63,2025-10-14
111,Printer,19,41447.06,2025-10-14
114,Microphone,16,16690.65,2025-10-14
111,Printer,12,46388.69,2025-10-14
111,Printer,3,42045.42,2025-10-14
115,Desk Lamp,15,5566.92,2025-10-14
110,Graphics Card,3,139344.27,2025-10-14
113,Router,15,8364.60,2025-10-14
103,Keyboard,6,4777.91,2025-10-14
101,Laptop,2,81523.48,2025-10-14
114,Microphone,18,19042.11,2025-10-14
101,Laptop,1,85184.51,2025-10-14
112,Scanner,17,33299.55,2025-10-14
106,Headphones,12,11308.00,2025-10-14
104,Monitor,1,67376.50,2025-10-14
115,Desk Lamp,15,6005.64,2025-10-14
112,Scanner,18,32070.86,2025-10-14
110,Graphics Card,15,135429.76,2025-10-14
103,Keyboard,15,4521.65,2025-10-14
115,Desk Lamp,13,5386.32,2025-10-14
102,Mouse,16,2456.67,2025-10-14
112,Scanner,13,35821.66,2025-10-14
103,Keyboard,18,4935.59,2025-10-14
110,Graphics Card,17,148000.06,2025-10-14
111,Printer,11,46990.39,2025-10-14
113,Router,15,7712.10,2025-10-14
109,RAM 16GB,7,30484.92,2025-10-14
112,Scanner,9,37444.40,2025-10-14
115,Desk Lamp,16,5373.32,2025-10-14
108,SSD 500GB,14,24676.98,2025-10-14
104,Monitor,6,65089.36,2025-10-14
102,Mouse,17,2485.87,2025-10-14
113,Router,14,8046.94,2025-10-14
108,SSD 500GB,18,27281.90,2025-10-14
107,USB Cable,2,793.52,2025-10-14
106,Headphones,16,12138.84,2025-10-14
115,Desk Lamp,2,5318.32,2025-10-14
115,Desk Lamp,16,5213.56,2025-10-14
106,Headphones,7,13024.42,2025-10-14
115,Desk Lamp,5,5710.88,2025-10-14
112,Scanner,4,36997.35,2025-10-14
113,Router,13,7310.30,2025-10-14
101,Laptop,20,77660.95,2025-10-14
114,Microphone,20,16281.64,2025-10-14
105,Webcam,17,13513.99,2025-10-14
108,SSD 500GB,14,26323.27,2025-10-14
112,Scanner,8,33451.60,2025-10-14
114,Microphone,4,19704.92,2025-10-14
106,Headphones,6,11988.47,2025-10-14
109,RAM 16GB,10,27315.50,2025-10-14
108,SSD 500GB,11,25795.71,2025-10-14
113,Router,19,7211.15,2025-10-14
108,SSD 500GB,8,26238.97,2025-10-14
104,Monitor,10,63225.51,2025-10-14
104,Monitor,12,68812.21,2025-10-14
107,USB Cable,12,787.80,2025-10-14
110,Graphics Card,12,153643.72,2025-10-14
112,Scanner,7,34158.87,2025-10-14
106,Headphones,10,12798.70,2025-10-14
101,Laptop,19,87371.26,2025-10-14
110,Graphics Card,14,152954.98,2025-10-14
115,Desk Lamp,1,4956.43,2025-10-14
111,Printer,9,44262.00,2025-10-14
114,Microphone,11,17677.65,2025-10-14
105,Webcam,10,15139.71,2025-10-14
109,RAM 16GB,18,26213.18,2025-10-14
113,Router,12,7929.41,2025-10-14
101,Laptop,18,83654.88,2025-10-14
109,RAM 16GB,17,28572.46,2025-10-14
104,Monitor,2,65654.75,2025-10-14
103,Keyboard,19,4566.04,2025-10-14
108,SSD 500GB,11,24950.69,2025-10-14
101,Laptop,15,79240.85,2025-10-14
112,Scanner,5,38336.23,2025-10-14
103,Keyboard,1,5121.30,2025-10-14
