ProductID,ProductName,Quantity,Price,Date
815,Smartphone,2,65516.89,2025-10-12
634,Laptop,17,86726.72,2025-10-12
1058,Webcam,16,9529.91,2025-10-23
986,Microphone,16,10914.28,2025-10-12
593,Monitor,1,32803.1,2025-10-26
270,Mouse,13,2272.41,2025-10-09
337,Headphones,12,7485.36,2025-10-27
938,Webcam,7,9381.23,2025-10-10
697,Laptop,16,92694.28,2025-10-22
277,Mouse,20,2403.64,2025-10-14
818,Mouse,2,2628.31,2025-10-06
152,Keyboard,13,5388.65,2025-10-11
506,Webcam,19,8169.57,2025-10-31
1012,Tablet,9,37265.18,2025-10-14
747,Mouse,7,2535.27,2025-10-19
400,Keyboard,8,4742.99,2025-10-13
847,Printer,11,15790.8,2025-10-28
425,Printer,13,14744.14,2025-10-21
700,Printer,7,14931.42,2025-10-30
636,Monitor,6,27732.07,2025-10-27
493,Printer,20,15077.89,2025-10-22
859,Keyboard,7,4686.24,2025-10-28
250,Printer,10,16104.13,2025-10-21
465,Printer,18,14080.95,2025-10-13
876,Tablet,5,37118.85,2025-10-24
815,Smartphone,4,58801.83,2025-10-21
268,Microphone,20,12605.95,2025-10-01
695,Laptop,12,76851.65,2025-10-17
1030,Printer,15,13718.56,2025-10-01
854,Webcam,10,9440.02,2025-10-08
1074,Smartphone,4,62962.63,2025-10-20
105,Tablet,2,37582.97,2025-10-02
190,Headphones,19,7295.09,2025-10-17
376,Tablet,4,40609.81,2025-10-03
567,Tablet,15,39810.7,2025-10-30
421,Tablet,11,43605.65,2025-10-24
563,Headphones,2,7163.71,2025-10-20
723,Headphones,6,6552.35,2025-10-31
440,Monitor,9,30606.01,2025-10-15
246,Printer,14,16329.44,2025-10-14
904,Smartphone,15,55012.7,2025-10-04
505,Microphone,9,11538.35,2025-10-02
713,Laptop,10,93191.1,2025-10-11
221,Mouse,13,2715.68,2025-10-19
414,Printer,8,14610.92,2025-10-26
750,Smartphone,4,59605.55,2025-10-12
773,Printer,15,13502.31,2025-10-11
1078,Printer,8,16248.73,2025-10-25
105,Webcam,18,8655.18,2025-10-06
579,Webcam,12,8451.49,2025-10-08
785,Mouse,1,2641.84,2025-10-17
279,Printer,3,15453.51,2025-10-15
978,Tablet,7,43108.31,2025-10-23
1093,Keyboard,5,5012.75,2025-10-25
862,Microphone,2,12547.28,2025-10-13
335,Headphones,16,7367.94,2025-10-04
952,Laptop,8,86553.12,2025-10-13
992,Laptop,12,93089.64,2025-10-07
795,Headphones,13,7474.95,2025-10-01
570,Smartphone,14,55816.67,2025-10-03
274,Smartphone,17,60762.01,2025-10-11
414,Webcam,16,9146.05,2025-10-24
771,Microphone,5,11819.24,2025-10-30
462,Headphones,9,6806.08,2025-10-11
607,Smartphone,10,61700.69,2025-10-10
347,Mouse,3,2427.57,2025-10-29
782,Headphones,7,6999.84,2025-10-26
570,Headphones,4,7213.83,2025-10-30
357,Mouse,20,2703.9,2025-10-08
446,Laptop,16,85263.06,2025-10-26
776,Microphone,6,13006.36,2025-10-10
234,Headphones,11,7455.66,2025-10-20
1040,Keyboard,14,4814.72,2025-10-20
1065,Keyboard,10,4957.63,2025-10-31
978,Microphone,18,12848.0,2025-10-13
1056,Keyboard,18,4898.46,2025-10-23
868,Tablet,12,43128.73,2025-10-15
455,Laptop,12,92811.42,2025-10-27
325,Smartphone,7,60156.83,2025-10-15
153,Headphones,18,6690.39,2025-10-07
202,Mouse,16,2458.48,2025-10-17
779,Keyboard,13,5114.75,2025-10-05
732,Headphones,3,6776.32,2025-10-13
843,Tablet,4,38653.3,2025-10-09
789,Monitor,2,30553.86,2025-10-25
249,Microphone,5,12249.78,2025-10-08
157,Monitor,12,29317.77,2025-10-07
494,Webcam,19,9561.93,2025-10-04
422,Monitor,4,28529.5,2025-10-27
843,Headphones,4,7545.88,2025-10-04
523,Microphone,19,12467.52,2025-10-23
621,Printer,3,15215.14,2025-10-29
682,Webcam,9,8780.33,2025-10-29
970,Tablet,20,38240.61,2025-10-07
681,Keyboard,9,4551.08,2025-10-10
837,Smartphone,10,59637.92,2025-10-01
826,Printer,15,15140.49,2025-10-16
983,Headphones,11,6906.25,2025-10-21
354,Tablet,19,36364.64,2025-10-14
651,Tablet,1,43831.37,2025-10-18
919,Mouse,4,2583.41,2025-10-15
765,Headphones,11,6462.55,2025-10-05
238,Webcam,9,9565.53,2025-10-02
771,Printer,9,15051.17,2025-10-13
948,Headphones,15,7341.02,2025-10-08
976,Keyboard,3,5090.99,2025-10-24
622,Laptop,1,81167.79,2025-10-30
460,Laptop,8,83041.56,2025-10-19
570,Tablet,5,39905.65,2025-10-18
367,Mouse,13,2305.44,2025-10-11
609,Microphone,2,11440.77,2025-10-23
1061,Monitor,3,28303.32,2025-10-09
800,Keyboard,19,4822.87,2025-10-22
402,Keyboard,20,5451.25,2025-10-09
689,Microphone,5,11721.21,2025-10-06
375,Microphone,3,11979.55,2025-10-12
614,Monitor,10,28237.83,2025-10-02
599,Printer,8,15615.33,2025-10-09
843,Mouse,11,2539.56,2025-10-28
167,Microphone,4,12892.01,2025-10-20
837,Monitor,7,32572.35,2025-10-21
691,Mouse,16,2421.89,2025-10-07
487,Microphone,4,12928.52,2025-10-20
516,Headphones,8,7459.42,2025-10-23
594,Keyboard,6,5111.36,2025-10-01
109,Monitor,6,27149.33,2025-10-28
507,Printer,12,14160.62,2025-10-15
655,Headphones,4,7254.22,2025-10-24
595,Keyboard,14,5037.8,2025-10-15
728,Keyboard,7,4502.0,2025-10-06
228,Printer,11,15377.26,2025-10-28
266,Monitor,10,30216.4,2025-10-21
544,Printer,11,15820.81,2025-10-14
1085,Monitor,2,30615.7,2025-10-23
865,Webcam,19,9170.27,2025-10-22
153,Smartphone,1,60351.92,2025-10-03
1016,Webcam,15,9028.52,2025-10-20
706,Mouse,9,2399.17,2025-10-28
430,Microphone,10,12461.66,2025-10-13
371,Laptop,17,83755.76,2025-10-20
335,Tablet,9,40422.42,2025-10-01
468,Smartphone,1,55403.31,2025-10-19
1047,Tablet,9,36748.06,2025-10-11
685,Smartphone,1,64826.31,2025-10-22
279,Laptop,11,77653.83,2025-10-18
130,Mouse,5,2456.2,2025-10-27
1050,Smartphone,17,60017.79,2025-10-18
758,Monitor,12,30372.61,2025-10-06
613,Laptop,17,92833.69,2025-10-17
541,Printer,19,14870.17,2025-10-12
486,Mouse,9,2648.75,2025-10-23
634,Smartphone,13,56697.24,2025-10-31
748,Tablet,4,41098.79,2025-10-28
260,Printer,17,13882.51,2025-10-03
837,Printer,14,14273.78,2025-10-11
638,Tablet,20,36644.94,2025-10-11
687,Headphones,3,7535.07,2025-10-27
636,Laptop,11,82604.37,2025-10-09
332,Monitor,16,29964.53,2025-10-12
644,Smartphone,1,59735.77,2025-10-08
340,Printer,17,14961.58,2025-10-24
613,Webcam,9,9345.64,2025-10-14
1057,Webcam,1,8850.73,2025-10-18
124,Laptop,17,88386.0,2025-10-21
769,Smartphone,7,56432.05,2025-10-13
876,Microphone,16,11894.73,2025-10-17
822,Printer,17,14179.16,2025-10-07
863,Printer,12,14893.62,2025-10-06
870,Keyboard,3,4702.69,2025-10-21
347,Laptop,5,87870.83,2025-10-20
1006,Keyboard,11,5424.47,2025-10-07
426,Microphone,13,10809.87,2025-10-11
113,Webcam,2,9391.65,2025-10-21
964,Mouse,14,2450.03,2025-10-16
693,Microphone,7,12761.33,2025-10-19
220,Keyboard,13,4878.2,2025-10-05
559,Smartphone,13,63534.56,2025-10-08
161,Mouse,5,2481.15,2025-10-21
215,Webcam,16,8479.61,2025-10-04
888,Microphone,12,11916.14,2025-10-18
454,Headphones,6,7148.5,2025-10-30
1039,Tablet,11,43967.25,2025-10-09
1003,Keyboard,5,4885.39,2025-10-17
287,Smartphone,1,61467.33,2025-10-15
287,Printer,17,13791.5,2025-10-21
405,Webcam,10,9572.11,2025-10-20
994,Smartphone,11,60881.35,2025-10-28
748,Printer,5,15993.97,2025-10-03
896,Smartphone,16,54387.86,2025-10-23
394,Mouse,6,2376.79,2025-10-09
373,Monitor,10,28526.79,2025-10-31
975,Printer,9,14451.12,2025-10-25
323,Headphones,16,7580.09,2025-10-02
881,Monitor,11,32106.0,2025-10-13
729,Laptop,6,77674.1,2025-10-15
931,Headphones,19,7047.86,2025-10-22
189,Laptop,19,82107.85,2025-10-19
669,Mouse,18,2297.31,2025-10-23
541,Monitor,3,29457.7,2025-10-31
518,Mouse,20,2699.99,2025-10-13
542,Webcam,18,8791.07,2025-10-14
418,Printer,12,16156.73,2025-10-03
540,Webcam,5,9074.99,2025-10-17
360,Headphones,3,6880.22,2025-10-04
878,Tablet,5,38585.55,2025-10-24
732,Headphones,7,7149.19,2025-10-05
1014,Printer,8,13814.09,2025-10-05
270,Keyboard,11,4941.4,2025-10-21
253,Keyboard,13,4837.02,2025-10-18
426,Monitor,5,30849.46,2025-10-07
253,Tablet,1,40044.2,2025-10-10
173,Laptop,1,77277.46,2025-10-25
687,Keyboard,4,5436.44,2025-10-08
237,Smartphone,10,63519.99,2025-10-29
997,Keyboard,15,4823.31,2025-10-16
265,Headphones,8,7566.32,2025-10-15
895,Webcam,9,9340.75,2025-10-20
974,Microphone,5,11100.11,2025-10-22
616,Headphones,4,6465.57,2025-10-31
1095,Headphones,5,6748.94,2025-10-26
522,Monitor,18,28798.77,2025-10-12
202,Tablet,15,36927.99,2025-10-14
602,Monitor,5,32925.39,2025-10-22
193,Tablet,19,39331.6,2025-10-25
615,Mouse,2,2438.49,2025-10-26
854,Headphones,6,7519.25,2025-10-28
661,Laptop,14,87379.59,2025-10-13
162,Webcam,8,9658.66,2025-10-21
659,Tablet,18,39915.34,2025-10-17
873,Smartphone,12,64424.58,2025-10-30
331,Smartphone,4,60908.99,2025-10-15
881,Printer,5,15450.2,2025-10-13
667,Keyboard,19,4519.81,2025-10-30
805,Printer,9,14676.45,2025-10-03
610,Headphones,6,7278.92,2025-10-27
779,Microphone,16,12652.74,2025-10-04
795,Mouse,3,2516.1,2025-10-13
386,Tablet,6,41544.38,2025-10-24
853,Printer,5,14104.15,2025-10-15
364,Tablet,7,40669.67,2025-10-23
1077,Microphone,2,11650.44,2025-10-23
517,Laptop,11,89024.24,2025-10-30
683,Laptop,4,90138.0,2025-10-29
627,Mouse,4,2601.85,2025-10-31
210,Smartphone,5,54964.04,2025-10-13
578,Printer,5,15934.39,2025-10-30
1077,Smartphone,3,64124.64,2025-10-10
236,Keyboard,16,4814.54,2025-10-17
946,Laptop,7,93311.89,2025-10-19
413,Microphone,6,11534.08,2025-10-11
553,Headphones,10,7664.42,2025-10-10
903,Keyboard,19,5295.18,2025-10-25
117,Smartphone,13,56453.72,2025-10-18
125,Microphone,5,13018.28,2025-10-19
704,Microphone,6,11543.29,2025-10-17
799,Mouse,18,2361.69,2025-10-17
932,Monitor,6,32096.44,2025-10-22
484,Monitor,5,28095.61,2025-10-23
236,Keyboard,16,4959.22,2025-10-12
934,Laptop,17,78365.33,2025-10-09
819,Webcam,12,8276.76,2025-10-23
465,Laptop,2,81317.76,2025-10-13
509,Smartphone,17,61914.32,2025-10-26
523,Laptop,3,84877.11,2025-10-27
422,Microphone,5,12895.11,2025-10-25
690,Printer,16,15554.52,2025-10-16
1003,Keyboard,11,4966.8,2025-10-22
861,Mouse,14,2358.69,2025-10-31
444,Keyboard,7,4505.64,2025-10-25
1007,Keyboard,17,5109.35,2025-10-12
1050,Printer,18,14519.44,2025-10-11
603,Keyboard,10,5175.65,2025-10-06
1089,Headphones,3,7453.49,2025-10-13
206,Microphone,4,11118.88,2025-10-07
530,Tablet,1,40198.19,2025-10-01
576,Monitor,19,30776.37,2025-10-30
626,Webcam,13,9161.35,2025-10-04
561,Microphone,20,12088.98,2025-10-18
184,Smartphone,16,59465.61,2025-10-30
593,Printer,16,14538.93,2025-10-13
699,Smartphone,18,61974.14,2025-10-12
1068,Monitor,18,29699.46,2025-10-03
439,Laptop,13,82436.31,2025-10-03
