ProductID,ProductName,Quantity,Price,Date
103,Keyboard,20,5215.15,2025-10-06
114,Microphone,2,16944.66,2025-10-06
105,Webcam,16,15287.37,2025-10-06
110,Graphics Card,6,154108.89,2025-10-06
112,Scanner,2,36953.30,2025-10-06
104,Monitor,12,64446.43,2025-10-06
114,Microphone,6,18533.80,2025-10-06
108,SSD 500GB,6,23866.28,2025-10-06
109,RAM 16GB,4,29427.38,2025-10-06
108,SSD 500GB,10,26888.41,2025-10-06
112,Scanner,3,36760.32,2025-10-06
107,USB Cable,4,834.55,2025-10-06
103,Keyboard,12,4814.49,2025-10-06
111,Printer,1,49004.59,2025-10-06
112,Scanner,6,35306.24,2025-10-06
113,Router,18,8586.75,2025-10-06
113,Router,12,8447.74,2025-10-06
108,SSD 500GB,20,27151.25,2025-10-06
106,Headphones,6,11145.76,2025-10-06
106,Headphones,4,12702.30,2025-10-06
113,Router,18,8225.49,2025-10-06
105,Webcam,5,16237.52,2025-10-06
105,Webcam,14,15151.09,2025-10-06
112,Scanner,2,34911.43,2025-10-06
114,Microphone,14,16791.38,2025-10-06
114,Microphone,14,18767.95,2025-10-06
114,Microphone,4,19540.24,2025-10-06
102,Mouse,3,2363.92,2025-10-06
103,Keyboard,1,4703.09,2025-10-06
111,Printer,13,48015.86,2025-10-06
114,Microphone,17,19409.33,2025-10-06
109,RAM 16GB,5,28911.47,2025-10-06
112,Scanner,10,33056.22,2025-10-06
110,Graphics Card,18,156991.71,2025-10-06
105,Webcam,6,13752.30,2025-10-06
103,Keyboard,10,4694.13,2025-10-06
101,Laptop,13,86650.45,2025-10-06
104,Monitor,17,60540.62,2025-10-06
107,USB Cable,6,760.57,2025-10-06
104,Monitor,18,58502.96,2025-10-06
108,SSD 500GB,3,24729.71,2025-10-06
114,Microphone,18,17194.25,2025-10-06
108,SSD 500GB,17,23058.24,2025-10-06
102,Mouse,11,2284.58,2025-10-06
108,SSD 500GB,6,26184.68,2025-10-06
110,Graphics Card,16,142443.11,2025-10-06
103,Keyboard,19,5445.23,2025-10-06
102,Mouse,20,2273.81,2025-10-06
110,Graphics Card,1,139014.03,2025-10-06
110,Graphics Card,17,137727.88,2025-10-06
108,SSD 500GB,16,24030.23,2025-10-06
103,Keyboard,1,5026.75,2025-10-06
111,Printer,6,47520.33,2025-10-06
104,Monitor,18,59469.15,2025-10-06
104,Monitor,13,61288.46,2025-10-06
109,RAM 16GB,5,28561.26,2025-10-06
106,Headphones,6,11704.67,2025-10-06
115,Desk Lamp,14,5303.30,2025-10-06
115,Desk Lamp,12,5690.19,2025-10-06
105,Webcam,6,16334.32,2025-10-06
111,Printer,10,43493.63,2025-10-06
113,Router,19,7230.06,2025-10-06
105,Webcam,1,15874.89,2025-10-06
113,Router,3,7556.69,2025-10-06
115,Desk Lamp,11,5022.47,2025-10-06
113,Router,11,7491.27,2025-10-06
104,Monitor,6,61574.85,2025-10-06
115,Desk Lamp,12,5226.12,2025-10-06
102,Mouse,17,2281.58,2025-10-06
103,Keyboard,19,4662.09,2025-10-06
106,Headphones,20,13178.32,2025-10-06
115,Desk Lamp,19,5414.72,2025-10-06
111,Printer,9,46658.49,2025-10-06
106,Headphones,7,11260.05,2025-10-06
113,Router,13,7575.53,2025-10-06
102,Mouse,9,2701.71,2025-10-06
113,Router,3,7428.15,2025-10-06
114,Microphone,20,18415.83,2025-10-06
107,USB Cable,18,737.15,2025-10-06
103,Keyboard,7,4919.90,2025-10-06
110,Graphics Card,10,141493.64,2025-10-06
113,Router,9,7770.07,2025-10-06
103,Keyboard,17,5428.44,2025-10-06
110,Graphics Card,11,145269.29,2025-10-06
107,USB Cable,13,778.52,2025-10-06
109,RAM 16GB,6,27164.28,2025-10-06
109,RAM 16GB,3,28312.45,2025-10-06
114,Microphone,13,17390.03,2025-10-06
106,Headphones,7,11764.85,2025-10-06
106,Headphones,5,10846.86,2025-10-06
102,Mouse,2,2640.49,2025-10-06
113,Router,3,7679.05,2025-10-06
107,USB Cable,10,848.63,2025-10-06
114,Microphone,13,16400.30,2025-10-06
105,Webcam,20,14285.29,2025-10-06
111,Printer,13,49319.96,2025-10-06
113,Router,18,8388.69,2025-10-06
103,Keyboard,4,5076.70,2025-10-06
104,Monitor,15,68502.14,2025-10-06
104,Monitor,20,65654.01,2025-10-06
103,Keyboard,12,5339.40,2025-10-06
108,SSD 500GB,2,26230.84,2025-10-06
107,USB Cable,3,809.32,2025-10-06
110,Graphics Card,5,148372.03,2025-10-06
107,USB Cable,17,803.72,2025-10-06
110,Graphics Card,18,143822.94,2025-10-06
