ProductID,ProductName,Quantity,Price,Date
178,Mouse,20,2449.38,2025-10-11
501,Webcam,17,8551.93,2025-10-17
253,Tablet,16,43351.06,2025-10-22
283,Monitor,19,28669.44,2025-10-14
724,Tablet,20,36050.94,2025-10-09
800,Mouse,8,2602.43,2025-10-21
803,Mouse,9,2684.18,2025-10-12
767,Printer,4,15441.39,2025-10-27
1029,Keyboard,17,4579.59,2025-10-15
230,Laptop,7,77055.02,2025-10-24
865,Headphones,15,6806.18,2025-10-05
199,Microphone,2,11146.67,2025-10-22
420,Tablet,7,41572.29,2025-10-16
264,Keyboard,3,4980.07,2025-10-24
218,Microphone,11,11059.75,2025-10-08
104,Microphone,1,13148.65,2025-10-14
641,Microphone,19,11938.77,2025-10-18
173,Mouse,1,2667.67,2025-10-10
868,Laptop,10,86129.18,2025-10-17
361,Monitor,13,29828.48,2025-10-07
929,Mouse,19,2520.34,2025-10-29
374,Printer,11,14698.13,2025-10-27
883,Microphone,18,11533.51,2025-10-13
319,Mouse,13,2592.81,2025-10-18
861,Mouse,14,2743.81,2025-10-16
224,Laptop,13,93442.31,2025-10-08
673,Smartphone,15,61080.9,2025-10-12
837,Printer,2,14804.02,2025-10-21
427,Mouse,9,2496.34,2025-10-16
517,Tablet,19,42482.5,2025-10-20
413,Microphone,3,12496.16,2025-10-26
510,Smartphone,5,62648.7,2025-10-15
593,Monitor,19,31858.24,2025-10-25
348,Headphones,7,6627.41,2025-10-26
114,Tablet,20,38873.57,2025-10-21
592,Headphones,11,7046.72,2025-10-10
351,Mouse,4,2430.31,2025-10-17
200,Headphones,7,6851.7,2025-10-29
266,Tablet,15,39114.8,2025-10-06
917,Laptop,19,86002.84,2025-10-07
626,Laptop,10,90433.57,2025-10-08
796,Monitor,9,29756.13,2025-10-10
1081,Keyboard,14,5185.41,2025-10-21
932,Mouse,12,2460.44,2025-10-01
260,Keyboard,12,5258.97,2025-10-24
527,Monitor,17,28478.28,2025-10-18
390,Headphones,11,6908.96,2025-10-29
223,Mouse,9,2582.88,2025-10-09
465,Monitor,15,31503.19,2025-10-28
104,Printer,20,15077.53,2025-10-24
1073,Monitor,17,28014.15,2025-10-24
559,Microphone,3,11731.42,2025-10-04
1093,Printer,15,14106.7,2025-10-28
645,Microphone,5,13096.02,2025-10-14
1033,Microphone,8,11769.94,2025-10-18
820,Microphone,17,12564.4,2025-10-05
820,Tablet,5,39455.98,2025-10-10
639,Webcam,20,9286.11,2025-10-22
524,Smartphone,1,62311.67,2025-10-15
850,Printer,16,14766.68,2025-10-15
503,Microphone,19,12840.13,2025-10-24
631,Monitor,11,31779.26,2025-10-01
659,Smartphone,16,55119.76,2025-10-08
595,Laptop,1,85440.27,2025-10-07
119,Tablet,17,43088.07,2025-10-08
705,Printer,3,14759.45,2025-10-22
999,Smartphone,6,65978.73,2025-10-27
905,Smartphone,11,62698.07,2025-10-30
746,Webcam,17,9005.81,2025-10-13
