ProductID,ProductName,Quantity,Price,Date
969,Microphone,5,12756.99,2025-10-02
309,Headphones,20,6992.98,2025-10-28
141,Printer,14,15164.44,2025-10-30
882,Printer,5,16253.87,2025-10-12
523,Webcam,12,9533.56,2025-10-27
517,Webcam,11,8714.72,2025-10-27
548,Smartphone,11,55967.25,2025-10-23
362,Laptop,17,85705.99,2025-10-11
570,Webcam,1,9456.91,2025-10-29
977,Tablet,4,40952.24,2025-10-07
892,Printer,6,15176.26,2025-10-07
924,Tablet,1,43427.31,2025-10-19
443,Keyboard,18,4909.05,2025-10-05
800,Laptop,4,88241.92,2025-10-26
1032,Monitor,4,30506.73,2025-10-15
420,Smartphone,9,65686.15,2025-10-09
500,Laptop,15,83048.8,2025-10-27
969,Mouse,8,2288.48,2025-10-28
182,Headphones,17,7091.03,2025-10-26
1015,Headphones,9,7018.15,2025-10-18
546,Monitor,18,27881.01,2025-10-19
642,Headphones,20,6530.24,2025-10-31
972,Mouse,17,2651.3,2025-10-03
423,Keyboard,13,5494.47,2025-10-07
247,Keyboard,9,4779.92,2025-10-13
955,Printer,20,13586.59,2025-10-09
913,Keyboard,20,5393.87,2025-10-27
981,Keyboard,8,5007.57,2025-10-21
605,Webcam,16,9225.63,2025-10-27
184,Tablet,5,36855.72,2025-10-31
1099,Tablet,19,40236.76,2025-10-25
270,Headphones,16,7316.69,2025-10-25
886,Laptop,6,92261.4,2025-10-31
544,Webcam,7,8802.17,2025-10-30
423,Mouse,2,2537.86,2025-10-19
1018,Smartphone,8,59500.5,2025-10-20
488,Microphone,15,12096.39,2025-10-06
832,Headphones,15,6333.63,2025-10-14
700,Printer,10,15346.26,2025-10-11
1039,Monitor,11,27158.71,2025-10-02
217,Monitor,17,32692.16,2025-10-05
1063,Printer,5,15799.08,2025-10-27
1089,Keyboard,10,4746.12,2025-10-02
110,Mouse,17,2357.19,2025-10-18
339,Printer,4,15838.02,2025-10-23
1059,Keyboard,8,5347.5,2025-10-09
642,Keyboard,4,4631.58,2025-10-09
835,Webcam,19,9466.84,2025-10-09
105,Smartphone,18,63603.03,2025-10-01
361,Smartphone,7,60298.63,2025-10-04
529,Monitor,16,29481.96,2025-10-20
775,Smartphone,5,60066.83,2025-10-31
559,Mouse,7,2506.61,2025-10-17
721,Monitor,8,30042.98,2025-10-01
390,Tablet,12,42091.7,2025-10-15
1083,Tablet,18,38635.41,2025-10-13
756,Microphone,9,12534.34,2025-10-11
1011,Smartphone,14,62242.47,2025-10-09
716,Printer,17,13525.27,2025-10-11
371,Laptop,12,80390.02,2025-10-02
395,Smartphone,9,59513.92,2025-10-02
449,Headphones,8,7485.8,2025-10-31
977,Webcam,9,9266.22,2025-10-11
141,Mouse,3,2612.96,2025-10-06
1075,Monitor,2,28331.29,2025-10-02
401,Monitor,14,31415.87,2025-10-22
171,Microphone,5,11631.63,2025-10-20
221,Microphone,15,12448.99,2025-10-11
454,Mouse,17,2650.61,2025-10-31
880,Tablet,2,39352.23,2025-10-08
792,Webcam,20,8744.93,2025-10-23
1069,Keyboard,18,4651.39,2025-10-28
938,Printer,4,14839.06,2025-10-26
851,Printer,6,16101.41,2025-10-14
934,Laptop,3,83905.81,2025-10-07
604,Keyboard,5,4917.61,2025-10-10
468,Keyboard,11,5133.94,2025-10-22
104,Tablet,16,37349.57,2025-10-28
938,Mouse,3,2336.83,2025-10-06
550,Laptop,2,78024.43,2025-10-07
794,Webcam,9,9555.51,2025-10-19
634,Printer,6,14275.49,2025-10-30
763,Smartphone,14,64783.94,2025-10-30
348,Monitor,5,31253.89,2025-10-02
958,Mouse,2,2676.93,2025-10-01
579,Keyboard,10,5402.36,2025-10-19
867,Monitor,20,27136.45,2025-10-14
292,Printer,17,13913.27,2025-10-18
686,Mouse,5,2482.07,2025-10-26
677,Monitor,20,32408.72,2025-10-08
547,Smartphone,17,55930.58,2025-10-05
884,Monitor,10,30464.35,2025-10-08
369,Headphones,11,6618.66,2025-10-15
762,Tablet,2,38456.25,2025-10-27
380,Microphone,19,10913.0,2025-10-24
682,Smartphone,11,58444.34,2025-10-07
1043,Laptop,3,91332.47,2025-10-17
137,Printer,7,15951.81,2025-10-22
605,Laptop,16,77088.29,2025-10-08
489,Headphones,18,7224.5,2025-10-07
285,Tablet,12,39304.35,2025-10-14
428,Webcam,10,9522.66,2025-10-29
896,Headphones,10,6796.85,2025-10-17
725,Laptop,6,88065.37,2025-10-15
968,Monitor,6,31473.9,2025-10-10
887,Headphones,19,6749.12,2025-10-19
838,Smartphone,16,58785.17,2025-10-17
395,Mouse,2,2391.11,2025-10-24
860,Mouse,15,2571.34,2025-10-18
531,Microphone,19,12001.11,2025-10-23
934,Keyboard,5,5118.23,2025-10-22
928,Monitor,9,31680.54,2025-10-23
926,Tablet,13,37492.83,2025-10-27
317,Microphone,19,11789.76,2025-10-21
455,Printer,13,15264.24,2025-10-14
952,Printer,13,15420.86,2025-10-10
694,Mouse,8,2640.86,2025-10-19
161,Mouse,3,2742.45,2025-10-11
267,Mouse,20,2472.57,2025-10-10
794,Printer,3,14002.36,2025-10-22
614,Monitor,9,28907.24,2025-10-21
1050,Headphones,4,6658.06,2025-10-31
343,Printer,14,13758.65,2025-10-09
558,Microphone,13,12518.17,2025-10-28
467,Webcam,20,8953.01,2025-10-12
260,Monitor,19,27114.99,2025-10-19
383,Monitor,12,27645.8,2025-10-27
1058,Mouse,14,2343.9,2025-10-24
402,Mouse,12,2552.41,2025-10-23
372,Monitor,3,28614.01,2025-10-10
593,Headphones,6,7023.87,2025-10-07
1097,Monitor,20,29620.22,2025-10-07
582,Webcam,12,9227.11,2025-10-27
601,Printer,5,14287.09,2025-10-04
933,Printer,3,15746.92,2025-10-24
226,Keyboard,1,4995.32,2025-10-24
732,Monitor,11,30968.61,2025-10-09
824,Mouse,3,2458.07,2025-10-02
794,Smartphone,4,61592.65,2025-10-12
726,Mouse,5,2737.8,2025-10-24
229,Tablet,12,43809.62,2025-10-20
464,Keyboard,8,5219.15,2025-10-10
584,Microphone,20,12495.33,2025-10-14
116,Keyboard,17,4532.12,2025-10-22
720,Webcam,20,9205.56,2025-10-21
237,Laptop,3,93284.39,2025-10-26
544,Mouse,6,2631.65,2025-10-20
1036,Keyboard,9,4576.07,2025-10-12
651,Headphones,9,6598.98,2025-10-17
466,Mouse,19,2723.79,2025-10-26
251,Smartphone,5,55696.52,2025-10-20
543,Webcam,10,8873.55,2025-10-25
1048,Microphone,14,11679.87,2025-10-09
892,Monitor,20,32837.29,2025-10-25
537,Headphones,17,6362.98,2025-10-03
401,Keyboard,15,4786.87,2025-10-26
987,Printer,17,14101.79,2025-10-21
781,Tablet,17,39439.55,2025-10-10
316,Keyboard,11,4651.27,2025-10-25
796,Monitor,10,27271.01,2025-10-21
723,Webcam,12,8226.7,2025-10-18
218,Keyboard,11,4908.65,2025-10-08
239,Webcam,12,9677.02,2025-10-13
898,Printer,1,15393.59,2025-10-24
1027,Laptop,12,89809.03,2025-10-14
205,Smartphone,10,64691.53,2025-10-16
418,Keyboard,5,4889.59,2025-10-11
363,Webcam,9,8124.9,2025-10-22
325,Webcam,16,8224.62,2025-10-24
1014,Monitor,1,28101.12,2025-10-06
540,Tablet,11,40249.85,2025-10-01
456,Keyboard,14,5458.61,2025-10-29
118,Printer,8,14857.42,2025-10-29
833,Headphones,3,7562.06,2025-10-08
118,Keyboard,14,5075.78,2025-10-16
